Price,Area,Street,Facade,Direction,Saler,Type,Floor,Bathrooms,Bedrooms,Legal Doc,Price(million/m_square),District,City
2.1,25,Ngõ ngách,4,,Nhà môi giới,Nhà ở,,,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,84,Quận Hoàng Mai, Thành phố Hà Nội
11.5,141,Ngõ 2 ô tô tránh,,,Nhà môi giới,Nhà liền kề - Song lập - Đơn lập,,,,"Giấy CN QSDĐ - Sổ đỏ - Sổ hồng, Hợp đồng mua bán",81.56,Huyện Đông Anh, Thành phố Hà Nội
0.022,100,Ngõ 2 ô tô tránh,,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,"Giấy CN QSDĐ - Sổ đỏ - Sổ hồng, Hợp đồng mua bán",0.00022,Huyện Tiền Hải, Tỉnh Thái Bình
18.8,96,Ngõ 2 ô tô tránh,8,,Nhà môi giới,Nhà ở,,,6,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,195.83,Quận Nam Từ Liêm, Thành phố Hà Nội
1.3,45,Ngõ ô tô đỗ cửa,5,,Nhà môi giới,Nhà ở,,,1,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,28.89,Thành phố Biên Hòa, Tỉnh Đồng Nai
33,140,Ngõ 2 ô tô tránh,,,Chủ đầu tư,Biệt thự,,,,"Giấy CN QSDĐ - Sổ đỏ - Sổ hồng, Hợp đồng mua bán",235.71,Quận Tây Hồ, Thành phố Hà Nội
14,297.5,Mặt phố - Mặt đường,5.6,,Nhà môi giới,Nhà ở,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,47.06,Thành phố Biên Hòa, Tỉnh Đồng Nai
2.65,20,Ngõ 1 ô tô,,,Nhà môi giới,Nhà ở,,,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,132.5,Quận Bình Thạnh, Thành phố Hồ Chí Minh
1.05,125,Ngõ 1 ô tô,5,Tây Nam,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,8.4,Thị xã Điện Bàn, Tỉnh Quảng Nam
3.05,32.4,Ngõ 2 ô tô tránh,3.6,,Nhà môi giới,Nhà ở,,,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,94.14,Quận 12, Thành phố Hồ Chí Minh
3.7,58,Ngõ 1 ô tô,5,,Nhà môi giới,Nhà ở,,,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,63.79,Quận Hoàng Mai, Thành phố Hà Nội
0.6,56,Ngõ ô tô đỗ cửa,,,Chủ đầu tư,Chung cư mini,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,10.71,Quận Đống Đa, Thành phố Hà Nội
7.7,48,Ngõ ô tô đỗ cửa,4.7,,Nhà môi giới,Nhà ở,5,4,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,160.42,Quận Thanh Xuân, Thành phố Hà Nội
2.9,70,Mặt phố - Mặt đường,6,,Nhà môi giới,Chung cư,,1,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,41.43,Quận Cầu Giấy, Thành phố Hà Nội
3.9,40,,,,Nhà môi giới,Nhà ở,,,,,97.5,Quận Ba Đình, Thành phố Hà Nội
32.2,140,Mặt phố - Mặt đường,,,Nhà môi giới,Biệt thự,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,230,Quận Tây Hồ, Thành phố Hà Nội
0.55,115,Ngõ 2 ô tô tránh,5,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,4.78,Thị xã Điện Bàn, Tỉnh Quảng Nam
3.5,40,Ngõ ô tô đỗ cửa,,,Chính chủ,Nhà ở,,,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,87.5,Quận Thanh Xuân, Thành phố Hà Nội
0.6,80,Mặt phố - Mặt đường,,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,7.5,Huyện Bình Chánh, Thành phố Hồ Chí Minh
8.2,47,Ngõ 2 ô tô tránh,8.2,,Khách vãng lai,Nhà ở,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,174.47,Quận Ba Đình, Thành phố Hà Nội
1.7,150,Mặt phố - Mặt đường,5,,Chính chủ,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,11.33,Thị xã Bến Cát, Tỉnh Bình Dương
1.2,150,Mặt phố - Mặt đường,5,,Chính chủ,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,8,Thị xã Phú Mỹ, Tỉnh Bà Rịa - Vũng Tàu
2.99,32,Ngõ ô tô đỗ cửa,4.2,Bắc,Chính chủ,Nhà ở,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,93.44,Quận Nam Từ Liêm, Thành phố Hà Nội
4.6,300,Mặt phố - Mặt đường,10,,Chính chủ,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,15.33,Thị xã Bến Cát, Tỉnh Bình Dương
0.85,100,Mặt phố - Mặt đường,5,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,8.5,Thị xã Bến Cát, Tỉnh Bình Dương
1.14,60,Ngõ ô tô đỗ cửa,4,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,19,Huyện Đông Anh, Thành phố Hà Nội
2.3,100,Mặt phố - Mặt đường,5,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,23,Thị xã Điện Bàn, Tỉnh Quảng Nam
20.91,12300,Mặt phố - Mặt đường,,,Quảng cáo,Đất - Đất nền - Nhà như đất,,,,,1.7,Huyện Phú Quốc, Tỉnh Kiên Giang
0.62,300,Mặt phố - Mặt đường,5,,Chính chủ,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,2.07,Huyện Hớn Quản, Tỉnh Bình Phước
0.998,99,Mặt phố - Mặt đường,4.5,,Chính chủ,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,10.08,Huyện Cần Đước, Tỉnh Long An
5.5,50,Ngõ 2 ô tô tránh,4.5,,Nhà môi giới,Nhà ở,,,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,110,Quận Hai Bà Trưng, Thành phố Hà Nội
2.5,77,Mặt phố - Mặt đường,,,Chính chủ,Chung cư,,2,2,"Giấy CN QSDĐ - Sổ đỏ - Sổ hồng, Hợp đồng mua bán",32.47,Thị xã Dĩ An, Tỉnh Bình Dương
1.14,60,Ngõ 1 ô tô,4,Nam,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,19,Huyện Đông Anh, Thành phố Hà Nội
3.2,37,Ngõ ô tô đỗ cửa,3.4,,Nhà môi giới,Nhà ở,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,86.49,Quận Long Biên, Thành phố Hà Nội
1.42,130,Mặt phố - Mặt đường,,,Chính chủ,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,10.92,Huyện Cần Đước, Tỉnh Long An
1.99,76,Mặt phố - Mặt đường,4,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,26.18,Thành phố Biên Hòa, Tỉnh Đồng Nai
4.2,87,Ngõ 1 ô tô,4,Tây Nam,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,48.28,Quận Long Biên, Thành phố Hà Nội
0.986,88,Mặt phố - Mặt đường,4,,Chính chủ,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,11.2,Huyện Cần Đước, Tỉnh Long An
1.19,102.2,Mặt phố - Mặt đường,4.5,,Chính chủ,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,11.65,Huyện Cần Đước, Tỉnh Long An
3.2,78,Mặt phố - Mặt đường,,,Chính chủ,Shophouse - Nhà phố,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,41.03,Huyện Thới Lai, Thành phố Cần Thơ
1.25,154,Ngõ 2 ô tô tránh,6,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,8.12,Thị xã Phú Mỹ, Tỉnh Bà Rịa - Vũng Tàu
4,35,Ngõ ngách,,,Chính chủ,Nhà ở,,,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,114.29,Quận Ba Đình, Thành phố Hà Nội
2.86,90,Mặt phố - Mặt đường,,,Chính chủ,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,31.78,Huyện Cần Giuộc, Tỉnh Long An
3.3,52.8,Ngõ 2 ô tô tránh,4,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,62.5,Huyện Đông Anh, Thành phố Hà Nội
7,55,Ngõ ô tô đỗ cửa,5,,Nhà môi giới,Nhà ở,,,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,127.27,Quận 7, Thành phố Hồ Chí Minh
0.49,120,Ngõ 2 ô tô tránh,,,Chính chủ,Đất - Đất nền - Nhà như đất,,,,,4.08,Thị xã Điện Bàn, Tỉnh Quảng Nam
2.57,68,Ngõ 2 ô tô tránh,,,Nhà môi giới,Chung cư,,,,"Giấy CN QSDĐ - Sổ đỏ - Sổ hồng, Hợp đồng mua bán",37.76,Quận Bắc Từ Liêm, Thành phố Hà Nội
1.8,49,Mặt phố - Mặt đường,,,Nhà môi giới,Chung cư,,,,,36.73,Thành phố Thủ Dầu Một, Tỉnh Bình Dương
0.998,90,Mặt phố - Mặt đường,4,,Chính chủ,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,11.09,Huyện Cần Đước, Tỉnh Long An
4.2,38,Ngõ 2 ô tô tránh,,,Nhà môi giới,Nhà ở,,3,3,"Giấy CN QSDĐ - Sổ đỏ - Sổ hồng, Hợp đồng mua bán",110.53,Quận Tây Hồ, Thành phố Hà Nội
20.5,120,Ngõ 2 ô tô tránh,4.5,,Nhà môi giới,Biệt thự,,3,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,170.83,Quận Nam Từ Liêm, Thành phố Hà Nội
2.73,80,Mặt phố - Mặt đường,,,Chính chủ,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,34.13,Huyện Bình Chánh, Thành phố Hồ Chí Minh
1.65,145,Mặt phố - Mặt đường,5,,Chính chủ,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,11.38,Thị xã Bến Cát, Tỉnh Bình Dương
1.79,60,,,,Chính chủ,Chung cư,,,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,29.82,Quận Ninh Kiều, Thành phố Cần Thơ
0.78,100,Mặt phố - Mặt đường,,,Chính chủ,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,7.8,Thị xã Dĩ An, Tỉnh Bình Dương
32,140,Mặt phố - Mặt đường,7,Đông Nam,Nhà môi giới,Biệt thự,,5,5,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,228.57,Quận Tây Hồ, Thành phố Hà Nội
1.75,150,Mặt phố - Mặt đường,,,Chính chủ,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,11.67,Thị xã Bến Cát, Tỉnh Bình Dương
0.75,80,Mặt phố - Mặt đường,,,Chính chủ,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,9.38,Huyện Châu Thành, Tỉnh Hậu Giang
0.5,300,Mặt phố - Mặt đường,,,Chính chủ,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,1.67,Huyện Lộc Ninh, Tỉnh Bình Phước
11.6,108,Mặt phố - Mặt đường,,,Nhà môi giới,Nhà liền kề - Song lập - Đơn lập,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,107.41,Huyện Đông Anh, Thành phố Hà Nội
3,96.8,Mặt phố - Mặt đường,,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,30.99,Quận Bình Thủy, Thành phố Cần Thơ
0.55,250,Mặt phố - Mặt đường,,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,2.2,Huyện Đồng Phú, Tỉnh Bình Phước
1.91,83,,5,,Nhà môi giới,Chung cư,,,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,23,Thành phố Hạ Long, Tỉnh Quảng Ninh
2.99,30,Ngõ ngách,3,,Nhà môi giới,Nhà ở,,,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,99.67,Quận Thanh Xuân, Thành phố Hà Nội
1.7,300,Mặt phố - Mặt đường,,,Chính chủ,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,5.67,Thị xã Bến Cát, Tỉnh Bình Dương
1.3,100,Mặt phố - Mặt đường,13,Tây Tứ Trạch,Chính chủ,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,13,Thành phố Bà Rịa, Tỉnh Bà Rịa - Vũng Tàu
2.3,100,Mặt phố - Mặt đường,,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,23,Thị xã Điện Bàn, Tỉnh Quảng Nam
5.3,55,Ngõ 1 ô tô,4,,Nhà môi giới,Nhà ở,,,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,96.36,Quận Gò Vấp, Thành phố Hồ Chí Minh
1,56,,7,,Nhà môi giới,Nhà ở,,,1,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,17.86,Thành phố Hạ Long, Tỉnh Quảng Ninh
1,85,Ngõ 2 ô tô tránh,,,Nhà môi giới,Chung cư,,,,"Giấy CN QSDĐ - Sổ đỏ - Sổ hồng, Hợp đồng mua bán",11.76,Thành phố Hạ Long, Tỉnh Quảng Ninh
1.79,60,Mặt phố - Mặt đường,,,Chính chủ,Chung cư,,,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,29.82,Quận Ninh Kiều, Thành phố Cần Thơ
55,150,Ngõ 4 ô tô tránh,6,,Nhà môi giới,Nhà ở,,,,"Giấy CN QSDĐ - Sổ đỏ - Sổ hồng, Hợp đồng mua bán",366.67,Quận Tây Hồ, Thành phố Hà Nội
1.64,56.2,Ngõ 1 ô tô,4,Đông,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,29.18,Huyện Đông Anh, Thành phố Hà Nội
3.09,79,,,,Nhà môi giới,Chung cư,4,3,2,"Giấy CN QSDĐ - Sổ đỏ - Sổ hồng, Hợp đồng mua bán",39.11,Quận 12, Thành phố Hồ Chí Minh
3.1,31.3,Ngõ 2 ô tô tránh,3,Tây Bắc,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,99.04,Quận Long Biên, Thành phố Hà Nội
1.65,517.6,Mặt phố - Mặt đường,,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,3.19,Huyện Củ Chi, Thành phố Hồ Chí Minh
3,96,Mặt phố - Mặt đường,,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,31.25,Thành phố Thái Nguyên, Tỉnh Thái Nguyên
2.65,67,Ngõ ô tô đỗ cửa,4.9,,Nhà môi giới,Nhà ở,,,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,39.55,Quận Bình Thủy, Thành phố Cần Thơ
2.5,68,,,,Nhà môi giới,Chung cư,,2,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,36.76,Quận Bắc Từ Liêm, Thành phố Hà Nội
30,161,Mặt phố - Mặt đường,6.2,,Nhà môi giới,Nhà ở,,,,"Giấy CN QSDĐ - Sổ đỏ - Sổ hồng, Hợp đồng mua bán",186.34,Quận Đống Đa, Thành phố Hà Nội
5.45,125,Ngõ 1 ô tô,,,Nhà môi giới,Nhà liền kề - Song lập - Đơn lập,,,4,,43.6,Quận Ninh Kiều, Thành phố Cần Thơ
1.63,56.2,Ngõ 2 ô tô tránh,4,Đông,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,28.91,Huyện Đông Anh, Thành phố Hà Nội
1.25,46.5,Mặt phố - Mặt đường,,Đông Nam,Nhà môi giới,Chung cư,8,1,1,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,26.88,Huyện Gia Lâm, Thành phố Hà Nội
5.3,55,Ngõ ô tô đỗ cửa,4,,Nhà môi giới,Nhà ở,,,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,96.36,Quận Gò Vấp, Thành phố Hồ Chí Minh
4.6,62,Mặt phố - Mặt đường,4.5,,Nhà môi giới,Nhà ở,,,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,74.19,Quận Bình Tân, Thành phố Hồ Chí Minh
3.35,37,Ngõ ngách,,,Nhà môi giới,Nhà ở,,,3,,90.54,Quận Bắc Từ Liêm, Thành phố Hà Nội
0.83,61,Ngõ 1 ô tô,4,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,13.61,Huyện Sóc Sơn, Thành phố Hà Nội
0.8,300,Mặt phố - Mặt đường,,,Chính chủ,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,2.67,Thành phố Thủ Dầu Một, Tỉnh Bình Dương
23,85,Mặt phố - Mặt đường,7,,Nhà môi giới,Nhà ở,,,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,270.59,Quận Đống Đa, Thành phố Hà Nội
2.69,80,Mặt phố - Mặt đường,,,Chính chủ,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,33.63,Huyện Bình Chánh, Thành phố Hồ Chí Minh
67,239,Mặt phố - Mặt đường,8.2,Tây Bắc,Nhà môi giới,Nhà ở,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,280.33,Quận Đống Đa, Thành phố Hà Nội
5.3,107,Ngõ 1 ô tô,5,Đông Bắc,Nhà môi giới,Nhà ở,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,49.53,Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu
1.05,125,Ngõ 1 ô tô,5,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,8.4,Huyện Hòa Vang, Thành phố Đà Nẵng
3.8,311,Mặt phố - Mặt đường,,,Chính chủ,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,12.22,Thị xã Bến Cát, Tỉnh Bình Dương
1.1,150,Ngõ ô tô đỗ cửa,5,,Chính chủ,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,7.33,Thị xã Bến Cát, Tỉnh Bình Dương
3.3,87,Ngõ 2 ô tô tránh,,Tây Bắc,Nhà môi giới,Chung cư,26,2,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,37.93,Quận Bắc Từ Liêm, Thành phố Hà Nội
4,40,Ngõ ngách,4,,Nhà môi giới,Nhà ở,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,100,Quận Đống Đa, Thành phố Hà Nội
17.7,11800,Ngõ 4 ô tô trở lên,,,Chính chủ,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,1.5,Huyện Bắc Bình, Tỉnh Bình Thuận
5,50,Ngõ 2 ô tô tránh,4,,Nhà môi giới,Nhà ở,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,100,Quận Hoàng Mai, Thành phố Hà Nội
15.3,90,Mặt phố - Mặt đường,5,Đông Nam,Nhà môi giới,Khách sạn - Nhà nghỉ,6,,17,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,170,Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu
2.05,30,Ngõ ngách,2.7,,Nhà môi giới,Nhà ở,,3,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,68.33,Quận Thanh Xuân, Thành phố Hà Nội
1.9,100,Mặt phố - Mặt đường,,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,19,Thành phố Buôn Ma Thuột, Tỉnh Đắk Lắk
1.65,59.1,Mặt phố - Mặt đường,,Tây Bắc,Nhà môi giới,Chung cư,12,1,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,27.92,Huyện Gia Lâm, Thành phố Hà Nội
1.2,102,Ngõ 1 ô tô,6,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,11.76,Thành phố Huế, Tỉnh Thừa Thiên Huế
5.6,450,Mặt phố - Mặt đường,,Tây Nam,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,12.44,Huyện Long Điền, Tỉnh Bà Rịa - Vũng Tàu
1.7,56,Ngõ ô tô đỗ cửa,3.8,Tây Bắc,Nhà môi giới,Nhà ở,,,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,30.36,Thành phố Nam Định, Tỉnh Nam Định
4.25,64,Ngõ ngách,,Đông Nam,Nhà môi giới,Nhà ở,,,2,,66.41,Quận 9, Thành phố Hồ Chí Minh
0.66,120,Ngõ 2 ô tô tránh,6,Đông Bắc,Chính chủ,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,5.5,Huyện Đức Hòa, Tỉnh Long An
3.4,66,Ngõ 2 ô tô tránh,5,,Nhà môi giới,Nhà cấp 4,,,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,51.52,Quận Bắc Từ Liêm, Thành phố Hà Nội
8.5,95,Ngõ 1 ô tô,5,,Nhà môi giới,Nhà ở,,,6,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,89.47,Quận Bình Tân, Thành phố Hồ Chí Minh
3,50,Ngõ ngách,4,,Chính chủ,Nhà ở,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,60,Quận Hà Đông, Thành phố Hà Nội
2.3,67.7,Mặt phố - Mặt đường,,Tây Bắc,Nhà môi giới,Chung cư,15,2,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,33.97,Huyện Gia Lâm, Thành phố Hà Nội
13,120,Mặt phố - Mặt đường,6.6,,Nhà môi giới,Nhà ở,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,108.33,Quận Hà Đông, Thành phố Hà Nội
8,75,Mặt phố - Mặt đường,,,Nhà môi giới,Nhà ở,,,10,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,106.67,Quận Hà Đông, Thành phố Hà Nội
36,168,Mặt phố - Mặt đường,,Đông Bắc,Nhà môi giới,Mặt bằng thương mại,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,214.29,Quận Hai Bà Trưng, Thành phố Hà Nội
3,50,Ngõ ô tô đỗ cửa,,,Nhà môi giới,Nhà ở,,,,,60,Quận Hà Đông, Thành phố Hà Nội
2,59,Mặt phố - Mặt đường,,,Nhà môi giới,Chung cư,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,33.9,Huyện Bình Chánh, Thành phố Hồ Chí Minh
2.65,45,Ngõ ô tô đỗ cửa,3,,Nhà môi giới,Nhà ở,,2,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,58.89,Quận Long Biên, Thành phố Hà Nội
3,40,Ngõ ô tô đỗ cửa,4,,Nhà môi giới,Nhà ở,,,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,75,Quận Thanh Xuân, Thành phố Hà Nội
1.6,180,Mặt phố - Mặt đường,5,,Nhà môi giới,Nhà cấp 4,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,8.89,Huyện Bắc Bình, Tỉnh Bình Thuận
6.7,51,Ngõ ô tô đỗ cửa,4,,Nhà môi giới,Nhà ở,,,6,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,131.37,Quận Bắc Từ Liêm, Thành phố Hà Nội
5.35,48,Ngõ ô tô đỗ cửa,7.5,,Nhà môi giới,Nhà ở,4,4,5,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,111.46,Quận Tây Hồ, Thành phố Hà Nội
2.5,90,Mặt phố - Mặt đường,5,,Nhà môi giới,Nhà ở,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,27.78,Thành phố Biên Hòa, Tỉnh Đồng Nai
5.2,62,Ngõ ô tô đỗ cửa,6.4,,Nhà môi giới,Nhà ở,2,3,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,83.87,Quận 10, Thành phố Hồ Chí Minh
3.8,47,Ngõ ô tô đỗ cửa,5.5,Tây Nam,Nhà môi giới,Nhà ở,,,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,80.85,Quận Gò Vấp, Thành phố Hồ Chí Minh
3.7,36,Ngõ ngách,,,Nhà môi giới,Nhà ở,,3,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,102.78,Quận Thanh Xuân, Thành phố Hà Nội
8,40,Ngõ 2 ô tô tránh,5,,Chính chủ,Nhà ở,,,4,"Giấy CN QSDĐ - Sổ đỏ - Sổ hồng, Hợp đồng mua bán",200,Quận Hai Bà Trưng, Thành phố Hà Nội
5.8,180,Mặt phố - Mặt đường,5.5,,Nhà môi giới,Nhà ở,,,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,32.22,Thành phố Biên Hòa, Tỉnh Đồng Nai
7.9,43,Ngõ 2 ô tô tránh,5.1,Tây Nam,Nhà môi giới,Nhà ở,,4,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,183.72,Quận Đống Đa, Thành phố Hà Nội
3.8,47,Ngõ ô tô đỗ cửa,,,Nhà môi giới,Nhà ở,,,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,80.85,Quận Gò Vấp, Thành phố Hồ Chí Minh
0.75,51,Ngõ ngách,,Tây Nam,Chính chủ,Nhà ở,,1,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,14.71,Huyện An Dương, Thành phố Hải Phòng
3.35,40,Ngõ ngách,,,Nhà môi giới,Nhà ở,,,2,,83.75,Quận Tân Phú, Thành phố Hồ Chí Minh
