Price,Location,Area,Street,Facade,Direction,Saler,Type,Floor,Bathrooms,Bedrooms,Legal Doc
520 Triệu - 1.73 Triệu/m²,"Thành phố Thủ Dầu Một, Tỉnh Bình Dương",300 m²,Mặt phố - Mặt đường,---,---,Chính chủ,Nhà ở,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
10 Tỷ - 106.38 Triệu/m²,"Quận Tây Hồ, Thành phố Hà Nội",94 m²,Ngõ 2 ô tô tránh,---,Đông,Chính chủ,Chung cư,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
Thương lượng,"Huyện Cô Tô, Tỉnh Quảng Ninh",176 m²,Ngõ 2 ô tô tránh,8m,---,Nhà môi giới,"Nhà ở, Đất - Đất nền - Nhà như đất",---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
7.5 Tỷ - 83.33 Triệu/m²,"Quận Ngũ Hành Sơn, Thành phố Đà Nẵng",90 m²,Ngõ 2 ô tô tránh,5m,---,Nhà môi giới,Nhà ở,---,---,6,---
4.5 Tỷ - 81.82 Triệu/m²,"Quận Đống Đa, Thành phố Hà Nội",55 m²,Ngõ 1 ô tô,3.7m,---,Nhà môi giới,Nhà ở,4,---,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
Thương lượng,"Quận Thanh Xuân, Thành phố Hà Nội",62.1 m²,Ngõ 2 ô tô tránh,---,---,Nhà môi giới,Chung cư,---,---,---,"Giấy CN QSDĐ - Sổ đỏ - Sổ hồng, Hợp đồng mua bán"
3.4 Tỷ - 113.33 Triệu/m²,"Quận Thanh Xuân, Thành phố Hà Nội",30 m²,Ngõ ngách,3.5m,---,Nhà môi giới,Nhà ở,---,3,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
12 Tỷ - 107.14 Triệu/m²,"Huyện Đông Anh, Thành phố Hà Nội",112 m²,Ngõ 2 ô tô tránh,---,---,Nhà môi giới,Biệt thự - Song lập - Đơn lập,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
800 Triệu - 8 Triệu/m²,"Thị xã Tân Uyên, Tỉnh Bình Dương",100 m²,Mặt phố - Mặt đường,---,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,---
2.5 Tỷ - 27.78 Triệu/m²,"Quận Cầu Giấy, Thành phố Hà Nội",90 m²,---,---,Tây Nam,Nhà môi giới,Chung cư,---,2,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
Thương lượng,"Huyện Cô Tô, Tỉnh Quảng Ninh","1,200 m²",Ngõ 3 ô tô tránh,15.8m,---,Nhà môi giới,"Nhà ở, Đất - Đất nền - Nhà như đất",---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
3.5 Tỷ - 27.13 Triệu/m²,"Thành phố Biên Hòa, Tỉnh Đồng Nai",129 m²,---,6m,---,Nhà môi giới,Nhà ở,---,---,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
6.7 Tỷ - 82.72 Triệu/m²,"Quận Ngũ Hành Sơn, Thành phố Đà Nẵng",81 m²,Ngõ 2 ô tô tránh,4.2m,Tây Nam,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,---
7.1 Tỷ - 154.35 Triệu/m²,"Quận Phú Nhuận, Thành phố Hồ Chí Minh",46 m²,---,4.2m,---,Nhà môi giới,Nhà ở,---,---,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
1.75 Tỷ - 51.47 Triệu/m²,"Huyện Hoài Đức, Thành phố Hà Nội",34 m²,Ngõ ngách,3.8m,"Đông, Đông Nam",Nhà môi giới,Nhà ở,---,2,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
850 Triệu - 12.14 Triệu/m²,"Thị xã Tân Uyên, Tỉnh Bình Dương",70 m²,Ngõ ô tô đỗ cửa,---,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
4.6 Tỷ - 88.46 Triệu/m²,"Quận Đống Đa, Thành phố Hà Nội",52 m²,Ngõ 2 ô tô tránh,3.6m,---,Chính chủ,Nhà ở,---,3,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
2.35 Tỷ - 67.14 Triệu/m²,"Quận Hà Đông, Thành phố Hà Nội",35 m²,Ngõ ngách,4.2m,"Đông Nam, Đông Bắc, Tây Nam",Nhà môi giới,Nhà ở,5,3,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
2.5 Tỷ - 13.16 Triệu/m²,"Huyện Ân Thi, Tỉnh Hưng Yên",190 m²,Ngõ 2 ô tô tránh,8.5m,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
2.4 Tỷ - 31.58 Triệu/m²,"Quận Hoàng Mai, Thành phố Hà Nội",76 m²,Mặt phố - Mặt đường,---,---,Nhà môi giới,Chung cư,---,---,3,"Giấy CN QSDĐ - Sổ đỏ - Sổ hồng, Hợp đồng mua bán"
3.75 Tỷ - 41.21 Triệu/m²,"Quận Long Biên, Thành phố Hà Nội",91 m²,Ngõ ngách,---,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
3.5 Tỷ - 109.38 Triệu/m²,"Quận Tân Bình, Thành phố Hồ Chí Minh",32 m²,Ngõ ô tô đỗ cửa,---,---,Nhà môi giới,Nhà ở,---,---,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
3.99 Tỷ - 114 Triệu/m²,"Huyện Thanh Trì, Thành phố Hà Nội",35 m²,Ngõ 2 ô tô tránh,35m,Đông Bắc,Nhà môi giới,Nhà liền kề - Song lập - Đơn lập,---,3,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
8.5 Tỷ - 53.13 Triệu/m²,"Quận Thanh Xuân, Thành phố Hà Nội",160 m²,Ngõ 2 ô tô tránh,---,---,Chính chủ,Chung cư,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
6.15 Tỷ - 136.67 Triệu/m²,"Quận Hai Bà Trưng, Thành phố Hà Nội",45 m²,Ngõ ô tô đỗ cửa,5m,---,Nhà môi giới,Nhà ở,---,---,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
2.45 Tỷ - 56.98 Triệu/m²,"Quận 12, Thành phố Hồ Chí Minh",43 m²,Ngõ ô tô đỗ cửa,12m,---,Nhà môi giới,Nhà ở,---,---,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
750 Triệu - 10.71 Triệu/m²,"Huyện Bắc Tân Uyên, Tỉnh Bình Dương",70 m²,Mặt phố - Mặt đường,---,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,---
Thương lượng,"Thành phố Long Khánh, Tỉnh Đồng Nai",260 m²,Mặt phố - Mặt đường,5m,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
27.5 Tỷ - 164.67 Triệu/m²,"Quận Hà Đông, Thành phố Hà Nội",167 m²,Mặt phố - Mặt đường,20m,---,Nhà môi giới,Biệt thự - Song lập - Đơn lập,---,---,5,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
2.17 Tỷ - 18.94 Triệu/m²,"Huyện Bình Chánh, Thành phố Hồ Chí Minh",114.6 m²,Mặt phố - Mặt đường,5m,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
7 Tỷ - 140 Triệu/m²,"Quận Hà Đông, Thành phố Hà Nội",50 m²,Ngõ ô tô đỗ cửa,4.6m,Đông Nam,Nhà môi giới,Nhà ở,---,3,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
3.7 Tỷ - 105.71 Triệu/m²,"Quận Thanh Xuân, Thành phố Hà Nội",35 m²,Ngõ ngách,3.8m,---,Nhà môi giới,Nhà ở,---,---,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
27.5 Tỷ - 164.67 Triệu/m²,"Quận Hà Đông, Thành phố Hà Nội",167 m²,Mặt phố - Mặt đường,---,---,Nhà môi giới,Biệt thự - Song lập - Đơn lập,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
1 Tỷ - 16.37 Triệu/m²,"Thị xã Sơn Tây, Thành phố Hà Nội",61.1 m²,Ngõ 2 ô tô tránh,---,---,Chính chủ,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
650 Triệu - 8.13 Triệu/m²,"Huyện Kiến Thụy, Thành phố Hải Phòng",80 m²,Ngõ ngách,5m,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
5.35 Tỷ - 140.79 Triệu/m²,"Quận Thanh Xuân, Thành phố Hà Nội",38 m²,Ngõ 1 ô tô,3.2m,---,Nhà môi giới,Nhà ở,---,3,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
4.4 Tỷ - 52.38 Triệu/m²,"Quận Gò Vấp, Thành phố Hồ Chí Minh",84 m²,Ngõ ô tô đỗ cửa,4m,---,Nhà môi giới,Nhà ở,---,---,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
5.8 Tỷ - 105.45 Triệu/m²,"Quận Cầu Giấy, Thành phố Hà Nội",55 m²,Ngõ ngách,---,---,Nhà môi giới,Nhà ở,---,3,5,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
10.8 Tỷ - 42.35 Triệu/m²,"Thành phố Biên Hòa, Tỉnh Đồng Nai",255 m²,Mặt phố - Mặt đường,11m,---,Nhà môi giới,Nhà ở,---,---,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
152 Tỷ - 663.76 Triệu/m²,"Quận Hoàn Kiếm, Thành phố Hà Nội",229 m²,Mặt phố - Mặt đường,6.2m,---,Nhà môi giới,Nhà ở,---,---,10,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
7.25 Tỷ - 172.62 Triệu/m²,"Quận Cầu Giấy, Thành phố Hà Nội",42 m²,Ngõ 2 ô tô tránh,3.7m,---,Nhà môi giới,Nhà ở,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
2.95 Tỷ - 147.5 Triệu/m²,"Quận Cầu Giấy, Thành phố Hà Nội",20 m²,Ngõ ngách,3m,---,Nhà môi giới,Nhà ở,---,4,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
1.25 Tỷ - 26.6 Triệu/m²,"Thị xã Thuận An, Tỉnh Bình Dương",47 m²,Mặt phố - Mặt đường,---,Đông,Nhà môi giới,Chung cư,23,1,1,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
1.25 Tỷ - 26.6 Triệu/m²,"Thị xã Thuận An, Tỉnh Bình Dương",47 m²,Mặt phố - Mặt đường,---,Đông,Nhà môi giới,Chung cư,23,1,1,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
4.15 Tỷ - 78.3 Triệu/m²,"Quận Gò Vấp, Thành phố Hồ Chí Minh",53 m²,Ngõ 1 ô tô,4m,Đông Bắc,Nhà môi giới,Nhà ở,2,3,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
8 Tỷ - 200 Triệu/m²,"Quận Cầu Giấy, Thành phố Hà Nội",40 m²,Ngõ 2 ô tô tránh,---,---,Nhà môi giới,Nhà ở,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
15.5 Tỷ - 119.23 Triệu/m²,"Quận Hà Đông, Thành phố Hà Nội",130 m²,Ngõ ngách,6.1m,Tây Nam,Nhà môi giới,Chung cư mini,---,33,33,"Giấy CN QSDĐ - Sổ đỏ - Sổ hồng, Hợp đồng mua bán"
31 Tỷ - 221.43 Triệu/m²,"Quận Tây Hồ, Thành phố Hà Nội",140 m²,Mặt phố - Mặt đường,7m,Đông Nam,Nhà môi giới,Biệt thự - Song lập - Đơn lập,---,5,5,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
1.6 Tỷ,"Quận Nam Từ Liêm, Thành phố Hà Nội",---,Ngõ 2 ô tô tránh,---,Tây Bắc,Nhà môi giới,Chung cư,---,1,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
395 Triệu - 366.08 Nghìn/m²,"Huyện Hớn Quản, Tỉnh Bình Phước","1,079 m²",Ngõ ô tô đỗ cửa,---,---,Chính chủ,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
5 Tỷ - 20 Triệu/m²,"Huyện Đồng Phú, Tỉnh Bình Phước",250 m²,Mặt phố - Mặt đường,---,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
4.6 Tỷ - 57.5 Triệu/m²,"Thị xã Dĩ An, Tỉnh Bình Dương",80 m²,Mặt phố - Mặt đường,4m,---,Nhà môi giới,Nhà ở,---,---,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
4.6 Tỷ - 57.5 Triệu/m²,"Thị xã Dĩ An, Tỉnh Bình Dương",80 m²,Mặt phố - Mặt đường,4m,---,Nhà môi giới,Nhà ở,---,---,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
4.5 Tỷ - 1.5 Triệu/m²,"Huyện Lấp Vò, Tỉnh Đồng Tháp","3,000 m²",Mặt phố - Mặt đường,40m,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
3.7 Tỷ - 60.66 Triệu/m²,"Quận Thủ Đức, Thành phố Hồ Chí Minh",61 m²,Ngõ 1 ô tô,---,---,Nhà môi giới,Nhà ở,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
16 Tỷ - 200 Triệu/m²,"Quận 10, Thành phố Hồ Chí Minh",80 m²,Ngõ ô tô đỗ cửa,---,---,Nhà môi giới,Nhà ở,---,---,7,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
650 Triệu - 610.33 Nghìn/m²,"Thị xã Bình Long, Tỉnh Bình Phước","1,065 m²",Mặt phố - Mặt đường,---,---,Chính chủ,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
4.5 Tỷ - 23.94 Triệu/m²,"Thành phố Đà Lạt, Tỉnh Lâm Đồng",188 m²,Ngõ 2 ô tô tránh,12m,---,Nhà môi giới,"Nhà cấp 4, Đất - Đất nền - Nhà như đất",---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
3.8 Tỷ - 50.67 Triệu/m²,"Huyện Cần Giuộc, Tỉnh Long An",75 m²,Mặt phố - Mặt đường,13m,"Đông Nam, Tây Tứ Trạch",Nhà môi giới,Đất - Đất nền - Nhà như đất,3,---,2,"Giấy CN QSDĐ - Sổ đỏ - Sổ hồng, Hợp đồng mua bán"
3.95 Tỷ - 98.75 Triệu/m²,"Quận Hà Đông, Thành phố Hà Nội",40 m²,Ngõ ngách,4m,Đông Nam,Nhà môi giới,Nhà ở,---,2,1,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
3 Tỷ - 27.27 Triệu/m²,"Thành phố Sóc Trăng, Tỉnh Sóc Trăng",110 m²,Mặt phố - Mặt đường,---,---,Nhà môi giới,"Đất - Đất nền - Nhà như đất, Biệt thự - Song lập - Đơn lập, Nhà liền kề - Song lập - Đơn lập",---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
23 Tỷ - 198.28 Triệu/m²,"Quận Bắc Từ Liêm, Thành phố Hà Nội",116 m²,Mặt phố - Mặt đường,---,---,Nhà môi giới,Nhà liền kề - Song lập - Đơn lập,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
Thương lượng,"Thành phố Vĩnh Yên, Tỉnh Vĩnh Phúc",90 m²,Mặt phố - Mặt đường,5m,---,Nhà môi giới,"Nhà ở, Chung cư, Căn hộ cho thuê",---,---,---,---
5.2 Tỷ - 43.33 Triệu/m²,"Thị xã Từ Sơn, Tỉnh Bắc Ninh",120 m²,Ngõ 2 ô tô tránh,6m,---,Nhà môi giới,Nhà ở,---,---,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
260 Triệu - 616.11 Nghìn/m²,"Huyện Tiền Hải, Tỉnh Thái Bình",422 m²,Ngõ 1 ô tô,---,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
2 Tỷ - 33.9 Triệu/m²,"Huyện Bình Chánh, Thành phố Hồ Chí Minh",59 m²,Mặt phố - Mặt đường,---,---,Nhà môi giới,Chung cư,---,---,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
1 Tỷ - 10 Triệu/m²,"Huyện Đồng Phú, Tỉnh Bình Phước",100 m²,Mặt phố - Mặt đường,---,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
1 Tỷ - 10 Triệu/m²,"Huyện Đồng Phú, Tỉnh Bình Phước",100 m²,Mặt phố - Mặt đường,---,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
650 Triệu - 3.39 Triệu/m²,"Thành phố Sầm Sơn, Tỉnh Thanh Hóa",192 m²,Ngõ 2 ô tô tránh,6m,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,"Giấy CN QSDĐ - Sổ đỏ - Sổ hồng, Hợp đồng mua bán"
1.2 Tỷ - 12 Triệu/m²,"Thành phố Bạc Liêu, Tỉnh Bạc Liêu",100 m²,Mặt phố - Mặt đường,18m,---,Chủ đầu tư,Đất - Đất nền - Nhà như đất,---,---,---,---
560 Triệu - 57.14 Nghìn/m²,"Huyện Chơn Thành, Tỉnh Bình Phước","9,800 m²",Mặt phố - Mặt đường,60m,---,Chính chủ,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
10 Tỷ - 100 Triệu/m²,"Quận 12, Thành phố Hồ Chí Minh",100 m²,Mặt phố - Mặt đường,---,---,Nhà môi giới,Nhà liền kề - Song lập - Đơn lập,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
1.8 Tỷ - 18 Triệu/m²,"Thị xã Điện Bàn, Tỉnh Quảng Nam",100 m²,Mặt phố - Mặt đường,---,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
1.1 Tỷ - 1.96 Triệu/m²,"Huyện Đức Hòa, Tỉnh Long An",562 m²,Mặt phố - Mặt đường,---,---,Chính chủ,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
6 Tỷ - 100 Triệu/m²,"Quận Tân Phú, Thành phố Hồ Chí Minh",60 m²,Ngõ ô tô đỗ cửa,4m,---,Nhà môi giới,Nhà ở,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
3.6 Tỷ - 56.25 Triệu/m²,"Thị xã Dĩ An, Tỉnh Bình Dương",64 m²,Mặt phố - Mặt đường,4m,---,Sàn bất động sản,Shophouse - Nhà phố,---,---,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
4.9 Tỷ - 163.33 Triệu/m²,"Quận Đống Đa, Thành phố Hà Nội",30 m²,Ngõ ô tô đỗ cửa,4m,---,Nhà môi giới,Nhà ở,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
4 Tỷ - 28.78 Triệu/m²,"Quận Bắc Từ Liêm, Thành phố Hà Nội",139 m²,Ngõ 2 ô tô tránh,---,Tây Bắc,Nhà môi giới,Chung cư,---,2,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
1.1 Tỷ - 1.1 Triệu/m²,"Huyện Bắc Bình, Tỉnh Bình Thuận","1,000 m²",Mặt phố - Mặt đường,---,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
2.95 Tỷ - 92.19 Triệu/m²,"Quận Thanh Xuân, Thành phố Hà Nội",32 m²,Ngõ 2 ô tô tránh,3m,---,Nhà môi giới,Nhà ở,---,---,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
890 Triệu - 49.44 Triệu/m²,"Quận 7, Thành phố Hồ Chí Minh",18 m²,---,3m,---,Nhà môi giới,Nhà ở,---,---,2,---
375 Triệu - 4.17 Triệu/m²,"Huyện Phụng Hiệp, Tỉnh Hậu Giang",90 m²,Mặt phố - Mặt đường,5m,---,Nhà môi giới,Shophouse - Nhà phố,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
6.5 Tỷ - 63.11 Triệu/m²,"Quận Thanh Xuân, Thành phố Hà Nội",103 m²,Ngõ 2 ô tô tránh,---,---,Nhà môi giới,Chung cư,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
800 Triệu - 1.6 Triệu/m²,"Huyện Bảo Lâm, Tỉnh Lâm Đồng",500 m²,Mặt phố - Mặt đường,---,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
3.9 Tỷ - 29 Triệu/m²,"Quận Bắc Từ Liêm, Thành phố Hà Nội",134.5 m²,---,---,Đông Nam,Nhà môi giới,Chung cư,5,2,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
2.65 Tỷ - 85.48 Triệu/m²,"Quận Cầu Giấy, Thành phố Hà Nội",31 m²,Ngõ ngách,---,---,Nhà môi giới,Nhà ở,---,4,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
500 Triệu - 15.43 Triệu/m²,"Quận Ba Đình, Thành phố Hà Nội",32.4 m²,Mặt phố - Mặt đường,---,---,Sàn bất động sản,Căn hộ du lịch - Condotel,---,---,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
55.22 Tỷ - 245 Triệu/m²,"Quận Tây Hồ, Thành phố Hà Nội",225.4 m²,Mặt phố - Mặt đường,12m,Đông Nam,Nhà môi giới,Biệt thự - Song lập - Đơn lập,4,5,5,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
3.95 Tỷ - 91.86 Triệu/m²,"Quận Cầu Giấy, Thành phố Hà Nội",43 m²,Ngõ ngách,5m,---,Nhà môi giới,Nhà ở,---,4,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
3.5 Tỷ - 116.67 Triệu/m²,"Quận Cầu Giấy, Thành phố Hà Nội",30 m²,Ngõ ngách,---,---,Nhà môi giới,Nhà ở,---,---,5,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
4.8 Tỷ - 88.89 Triệu/m²,"Quận Cầu Giấy, Thành phố Hà Nội",54 m²,Ngõ 1 ô tô,---,Đông Bắc,Nhà môi giới,Nhà ở,---,3,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
4.8 Tỷ - 88.89 Triệu/m²,"Quận Cầu Giấy, Thành phố Hà Nội",54 m²,Ngõ 1 ô tô,---,Đông Bắc,Nhà môi giới,Nhà ở,---,3,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
5.5 Tỷ - 51.89 Triệu/m²,"Thành phố Biên Hòa, Tỉnh Đồng Nai",106 m²,Mặt phố - Mặt đường,6m,---,Nhà môi giới,Nhà ở,---,---,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
5.7 Tỷ - 61.96 Triệu/m²,"Thành phố Đà Lạt, Tỉnh Lâm Đồng",92 m²,Ngõ 2 ô tô tránh,---,Đông Nam,Nhà môi giới,Nhà cấp 4,---,---,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
2.8 Tỷ - 100 Triệu/m²,"Quận Cầu Giấy, Thành phố Hà Nội",28 m²,Ngõ ngách,---,---,Nhà môi giới,Nhà ở,---,3,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
3.5 Tỷ - 100 Triệu/m²,"Quận Cầu Giấy, Thành phố Hà Nội",35 m²,Ngõ ngách,---,---,Nhà môi giới,Nhà ở,---,3,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
700 Triệu - 8.75 Triệu/m²,"Huyện Cần Đước, Tỉnh Long An",80 m²,Mặt phố - Mặt đường,5m,Đông,Nhà đầu tư,Nhà ở,---,---,---,---
4.2 Tỷ - 91.3 Triệu/m²,"Quận Cầu Giấy, Thành phố Hà Nội",46 m²,Ngõ 1 ô tô,---,---,Nhà môi giới,Nhà ở,---,4,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
1 Tỷ - 18.52 Triệu/m²,"Thành phố Thanh Hóa, Tỉnh Thanh Hóa",54 m²,Mặt phố - Mặt đường,---,Đông Tứ Trạch,Nhà môi giới,Chung cư,12,1,2,Hợp đồng mua bán
3.95 Tỷ - 131.67 Triệu/m²,"Quận Đống Đa, Thành phố Hà Nội",30 m²,Ngõ 2 ô tô tránh,3.6m,---,Nhà môi giới,Nhà ở,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
1.5 Tỷ - 17.65 Triệu/m²,"Thành phố Hạ Long, Tỉnh Quảng Ninh",85 m²,---,---,---,Nhà môi giới,Chung cư,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
5 Tỷ - 86.21 Triệu/m²,"Quận Cầu Giấy, Thành phố Hà Nội",58 m²,Ngõ ngách,---,---,Nhà môi giới,Nhà ở,---,3,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
2 Tỷ - 58.82 Triệu/m²,"Quận Hoàng Mai, Thành phố Hà Nội",34 m²,Ngõ ô tô đỗ cửa,5m,---,Nhà môi giới,Nhà ở,---,---,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
6 Tỷ - 133.33 Triệu/m²,"Quận Cầu Giấy, Thành phố Hà Nội",45 m²,Ngõ 2 ô tô tránh,---,---,Nhà môi giới,Nhà ở,---,---,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
1.7 Tỷ - 18.89 Triệu/m²,"Thị xã Tân Uyên, Tỉnh Bình Dương",90 m²,Ngõ ô tô đỗ cửa,---,---,Chính chủ,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
4 Tỷ - 8 Triệu/m²,"Huyện Đồng Phú, Tỉnh Bình Phước",500 m²,Mặt phố - Mặt đường,---,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
4.5 Tỷ - 112.5 Triệu/m²,"Quận Cầu Giấy, Thành phố Hà Nội",40 m²,Ngõ 2 ô tô tránh,---,---,Nhà môi giới,Nhà ở,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
600 Triệu - 6 Triệu/m²,"Huyện Châu Thành, Tỉnh Tiền Giang",100 m²,Ngõ 2 ô tô tránh,5m,---,Chính chủ,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
1.05 Tỷ - 18.1 Triệu/m²,"Huyện Châu Thành A, Tỉnh Hậu Giang",58 m²,Mặt phố - Mặt đường,---,---,Nhà môi giới,Chung cư,---,---,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
